experiment_id,episode_id,recorded_at,seed,agent_name,model_identifier,block,injected_fault_type,fault_intensity,fault_trigger,fault_duration,fault_occurred,success,crashed,timed_out,failure_reason,post_fault_completion_time_sim_steps,post_fault_completion_time_wall_seconds,total_sim_steps,total_wall_seconds,llm_total_tokens,llm_prompt_tokens,llm_completion_tokens,replan_count,agent_diagnosed_fault,fault_classification_correct,safety_violation_count,violent_collision_count,out_of_workspace_count,degradation_curve_json
phase_a_pilot,sensor_lag_medium_000,2026-08-14T18:01:37.834338+00:00,8027,openai,gpt-4o,red,sensor_lag,0.66,immediate,,True,False,True,False,exception:RuntimeError,,,0,8.9e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.9e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_medium_001,2026-08-14T18:01:37.851667+00:00,7318,openai,gpt-4o,red,sensor_lag,0.66,immediate,,True,False,True,False,exception:RuntimeError,,,0,7.9e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.9e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_medium_002,2026-08-14T18:01:37.870445+00:00,4617,openai,gpt-4o,red,sensor_lag,0.66,immediate,,True,False,True,False,exception:RuntimeError,,,0,0.00013,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 0.00013, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_medium_003,2026-08-14T18:01:37.889159+00:00,5019,openai,gpt-4o,red,sensor_lag,0.66,immediate,,True,False,True,False,exception:RuntimeError,,,0,8.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_medium_004,2026-08-14T18:01:37.908613+00:00,634,openai,gpt-4o,red,sensor_lag,0.66,immediate,,True,False,True,False,exception:RuntimeError,,,0,7.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_high_000,2026-08-14T18:01:37.926813+00:00,9097,openai,gpt-4o,red,sensor_lag,1.0,immediate,,True,False,True,False,exception:RuntimeError,,,0,7.6e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.6e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_high_001,2026-08-14T18:01:37.943659+00:00,4623,openai,gpt-4o,red,sensor_lag,1.0,immediate,,True,False,True,False,exception:RuntimeError,,,0,7.3e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.3e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_high_002,2026-08-14T18:01:37.961434+00:00,8351,openai,gpt-4o,red,sensor_lag,1.0,immediate,,True,False,True,False,exception:RuntimeError,,,0,7.7e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.7e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_high_003,2026-08-14T18:01:37.978452+00:00,2207,openai,gpt-4o,red,sensor_lag,1.0,immediate,,True,False,True,False,exception:RuntimeError,,,0,7.3e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.3e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,sensor_lag_high_004,2026-08-14T18:01:37.995624+00:00,7056,openai,gpt-4o,red,sensor_lag,1.0,immediate,,True,False,True,False,exception:RuntimeError,,,0,8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_low_000,2026-08-14T18:01:38.013476+00:00,1190,openai,gpt-4o,red,grip_slip,0.33,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_low_001,2026-08-14T18:01:38.032536+00:00,5272,openai,gpt-4o,red,grip_slip,0.33,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_low_002,2026-08-14T18:01:38.051261+00:00,1515,openai,gpt-4o,red,grip_slip,0.33,event:lift,,False,False,True,False,exception:RuntimeError,,,0,8.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_low_003,2026-08-14T18:01:38.070654+00:00,5578,openai,gpt-4o,red,grip_slip,0.33,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_low_004,2026-08-14T18:01:38.088234+00:00,7302,openai,gpt-4o,red,grip_slip,0.33,event:lift,,False,False,True,False,exception:RuntimeError,,,0,8.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_medium_000,2026-08-14T18:01:38.105829+00:00,6470,openai,gpt-4o,red,grip_slip,0.66,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_medium_001,2026-08-14T18:01:38.122536+00:00,6355,openai,gpt-4o,red,grip_slip,0.66,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.4e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.4e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_medium_002,2026-08-14T18:01:38.140679+00:00,4817,openai,gpt-4o,red,grip_slip,0.66,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.4e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.4e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_medium_003,2026-08-14T18:01:38.157056+00:00,8351,openai,gpt-4o,red,grip_slip,0.66,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_medium_004,2026-08-14T18:01:38.175496+00:00,4931,openai,gpt-4o,red,grip_slip,0.66,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_high_000,2026-08-14T18:01:38.193132+00:00,386,openai,gpt-4o,red,grip_slip,1.0,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.6e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.6e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_high_001,2026-08-14T18:01:38.211261+00:00,8635,openai,gpt-4o,red,grip_slip,1.0,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.3e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.3e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_high_002,2026-08-14T18:01:38.229108+00:00,3158,openai,gpt-4o,red,grip_slip,1.0,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_high_003,2026-08-14T18:01:38.245577+00:00,7549,openai,gpt-4o,red,grip_slip,1.0,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,grip_slip_high_004,2026-08-14T18:01:38.262632+00:00,1209,openai,gpt-4o,red,grip_slip,1.0,event:lift,,False,False,True,False,exception:RuntimeError,,,0,7.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_low_000,2026-08-14T18:01:38.279292+00:00,5100,openai,gpt-4o,red,unreachable_ik,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.3e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.3e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_low_001,2026-08-14T18:01:38.295581+00:00,2126,openai,gpt-4o,red,unreachable_ik,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_low_002,2026-08-14T18:01:38.312462+00:00,6089,openai,gpt-4o,red,unreachable_ik,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.6e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.6e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_low_003,2026-08-14T18:01:38.329686+00:00,6172,openai,gpt-4o,red,unreachable_ik,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_low_004,2026-08-14T18:01:38.347715+00:00,9782,openai,gpt-4o,red,unreachable_ik,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_medium_000,2026-08-14T18:01:38.366520+00:00,3165,openai,gpt-4o,red,unreachable_ik,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_medium_001,2026-08-14T18:01:38.387905+00:00,1865,openai,gpt-4o,red,unreachable_ik,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_medium_002,2026-08-14T18:01:38.407087+00:00,8620,openai,gpt-4o,red,unreachable_ik,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,7e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_medium_003,2026-08-14T18:01:38.424732+00:00,7057,openai,gpt-4o,red,unreachable_ik,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.7e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.7e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_medium_004,2026-08-14T18:01:38.441133+00:00,9101,openai,gpt-4o,red,unreachable_ik,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_high_000,2026-08-14T18:01:38.460225+00:00,8607,openai,gpt-4o,red,unreachable_ik,1.0,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_high_001,2026-08-14T18:01:38.478018+00:00,3893,openai,gpt-4o,red,unreachable_ik,1.0,immediate,,False,False,True,False,exception:RuntimeError,,,0,7e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_high_002,2026-08-14T18:01:38.495944+00:00,3258,openai,gpt-4o,red,unreachable_ik,1.0,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_high_003,2026-08-14T18:01:38.513145+00:00,998,openai,gpt-4o,red,unreachable_ik,1.0,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.2e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.2e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,unreachable_ik_high_004,2026-08-14T18:01:38.532773+00:00,6719,openai,gpt-4o,red,unreachable_ik,1.0,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 1.0, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_low_000,2026-08-14T18:01:38.549385+00:00,7825,openai,gpt-4o,red,planner_output_corruption,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.9e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.9e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_low_001,2026-08-14T18:01:38.566404+00:00,313,openai,gpt-4o,red,planner_output_corruption,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_low_002,2026-08-14T18:01:38.588681+00:00,2016,openai,gpt-4o,red,planner_output_corruption,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.7e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.7e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_low_003,2026-08-14T18:01:38.605242+00:00,9350,openai,gpt-4o,red,planner_output_corruption,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_low_004,2026-08-14T18:01:38.623033+00:00,7134,openai,gpt-4o,red,planner_output_corruption,0.33,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.33, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_medium_000,2026-08-14T18:01:38.639269+00:00,51,openai,gpt-4o,red,planner_output_corruption,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.5e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.5e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_medium_001,2026-08-14T18:01:38.660082+00:00,3532,openai,gpt-4o,red,planner_output_corruption,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,8e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_medium_002,2026-08-14T18:01:38.678912+00:00,6606,openai,gpt-4o,red,planner_output_corruption,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,7.4e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 7.4e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
phase_a_pilot,planner_output_corruption_medium_003,2026-08-14T18:01:38.696556+00:00,5315,openai,gpt-4o,red,planner_output_corruption,0.66,immediate,,False,False,True,False,exception:RuntimeError,,,0,8.1e-05,0,0,0,0,,,0,0,0,"{""fault_intensity"": 0.66, ""total_sim_steps"": 0, ""total_wall_seconds"": 8.1e-05, ""llm_total_tokens"": 0, ""llm_prompt_tokens"": 0, ""llm_completion_tokens"": 0, ""replan_count"": 0}"
